,genres,popularity,production_companies,release_date,budget,revenue,runtime,vote_average,vote_count
454,Comedy-Fantasy,145.82,Orion Pictures-Scott Rudin Productions,1991-11-22,30000000.0,191502426.0,102.0,7.016,3750.0
455,Science Fiction-Thriller-Horror,145.738,Paramount-Platinum Dunes-Sunday Night-Buffalo FilmWorks,2021-05-21,61000000.0,297372261.0,97.0,7.566,4738.0
458,Animation-Comedy-Family-Adventure,145.292,20th Century Fox-Blue Sky Studios-20th Century Fox Animation,2002-03-10,59000000.0,383257136.0,81.0,7.337,11418.0
462,Action-Adventure-Science Fiction-Drama,144.188,Marvel Studios-LStar Capital-Pascal Pictures,2017-07-05,175000000.0,880166924.0,133.0,7.36,19201.0
464,Animation-Family-Adventure,143.833,DreamWorks Animation-Mad Hatter Entertainment,2019-01-03,129000000.0,517526875.0,104.0,7.771,5324.0
465,Animation-Comedy-Family,143.694,Pixar,1999-10-30,90000000.0,497366869.0,92.0,7.584,11990.0
466,Crime-Drama-Comedy,143.629,Appian Way-EMJAG Productions-Red Granite Pictures-Sikelia Productions,2013-12-25,100000000.0,392000000.0,180.0,8.033,20496.0
467,Horror-Action-Thriller,143.409,Universal Pictures-Platinum Dunes-Blumhouse Productions,2018-07-04,13000000.0,137056262.0,97.0,5.988,3410.0
468,Horror-Action-Fantasy,143.184,Bold Films-Screen Gems,2010-01-21,26000000.0,67918658.0,100.0,5.802,2203.0
470,Comedy-Fantasy,142.941,Universal Pictures-MRC-Fuzzy Door Productions-Bluegrass Films-Smart Entertainment,2015-06-25,68000000.0,215863606.0,115.0,6.27,6343.0
471,Adventure-Fantasy-Action,142.844,WingNut Films-New Line Cinema-The Saul Zaentz Company,2003-12-01,94000000.0,1118888979.0,201.0,8.481,20448.0
475,Adventure-Fantasy-Action,140.752,WingNut Films-New Line Cinema-The Saul Zaentz Company,2001-12-18,93000000.0,871368364.0,179.0,8.388,21706.0
476,Animation-Comedy-Family-Fantasy,140.685,Walt Disney Pictures-Pixar,2007-06-28,150000000.0,623726000.0,111.0,7.785,14463.0
477,Science Fiction-Action-Thriller-Adventure,140.624,20th Century Fox-Gotham Group-Temple Hill Entertainment-TSG Entertainment,2015-09-09,61000000.0,312296056.0,131.0,6.7,9089.0
478,Adventure-Fantasy-Drama,140.6,Walt Disney Pictures-China Film Group Corporation-Jason T. Reed Productions-Good Fear,2020-09-04,200000000.0,66800000.0,115.0,6.93,5872.0
481,Romance-Fantasy-Drama,140.175,Lakeshore Entertainment-Sidney Kimmel Entertainment-Lionsgate,2015-04-16,25000000.0,65663276.0,112.0,7.455,5661.0
484,Action-Science Fiction-Horror,139.76,Warner Bros. Pictures-Di Bonaventura Pictures-Gravity Pictures-Maeday Productions-Apelles Entertainment-Flagship Entertainment Group,2018-08-09,150000000.0,530243742.0,113.0,6.206,6103.0
485,Action-Comedy-Crime,139.671,Saturn Films-Burr! Productions,2022-04-20,30000000.0,29116320.0,107.0,6.853,786.0
487,Drama,139.267,Warner Bros. Pictures-Alcon Entertainment,2009-11-20,29000000.0,309208309.0,129.0,7.664,5324.0
490,Action-Science Fiction-Drama,139.019,DreamWorks Pictures-21 Laps Entertainment-Reliance Entertainment-Touchstone Pictures-ImageMovers-Angry Films-Revolution Sun Studios-Kontsept Film Company,2011-09-28,110000000.0,299268508.0,127.0,6.941,6901.0
491,Action-Science Fiction-Animation,138.932,20th Century Fox-Shueisha-Fuji Television Network-Toei Animation-Toei Company-Fox International Productions-Bandai Namco Entertainment,2018-12-14,1000000.0,125002821.0,101.0,7.9,2408.0
492,Horror-Mystery-Thriller,138.781,New Line Cinema-The Safran Company-Atomic Monster,2018-09-05,22000000.0,365550119.0,96.0,5.842,5381.0
496,Comedy,137.828,Warner Bros. Pictures-Legendary Pictures-Green Hat Films,2009-06-02,35000000.0,469310836.0,100.0,7.304,14861.0
499,Adventure-Fantasy-Action,136.857,Walt Disney Pictures-Jerry Bruckheimer Films-Second Mate Productions,2007-05-19,300000000.0,961000000.0,169.0,7.232,12495.0
503,Action-Adventure-Science Fiction,135.872,Columbia Pictures-Centropolis Entertainment-The Mark Gordon Company-Farewell Productions,2009-10-10,200000000.0,791217826.0,158.0,5.802,10738.0
505,Drama-Romance,135.691,Universal Pictures-Perfect World Pictures,2018-01-17,55000000.0,368307760.0,105.0,6.7,7066.0
506,Horror-Thriller,135.189,Universal Pictures,1990-11-09,13000000.0,35763605.0,84.0,6.2,1450.0
508,Adventure-Fantasy-Action,134.57,Marvel Studios,2011-04-21,150000000.0,449326618.0,115.0,6.8,18875.0
510,Crime-Thriller,134.38,Universal Pictures-Canal+-StudioCanal-Working Title Films-Cross Creek Pictures-Anton Capital Entertainment (ACE),2015-09-09,25000000.0,42972994.0,132.0,7.014,3216.0
511,Action-Adventure-Fantasy,134.31,Sun Entertainment Culture-HMV Digital China Group Limited-Tecmo-Guangdong Sublime Media-Beijing Lajin Film-Khorgas New Splendid Entertainment-Er Dong Pictures (Beijing) Company-Beijing New Splendid Entertainment-China Star Movie Limited-Deshe Film-Film Entertainment Power,2021-04-27,38504400.0,3310000.0,118.0,6.3,100.0
513,Adventure-Action-Science Fiction,134.233,Marvel Studios,2016-04-27,250000000.0,1153337496.0,147.0,7.437,20397.0
514,Comedy-Horror,134.118,Universal Pictures-Endgame Entertainment-Wayans Bros. Entertainment-IM Global-Open Road Films,2013-01-11,2500000.0,60141683.0,86.0,5.8,1508.0
517,Drama,133.767,1492 Pictures-Harbinger Pictures,2011-08-09,25000000.0,216639112.0,146.0,8.2,6672.0
519,Adventure-Family-Fantasy,133.667,Walt Disney Pictures-Walden Media-C.S. Lewis Company,2005-12-07,180000000.0,745013115.0,143.0,7.101,8873.0
521,Adventure-Comedy-Family-Fantasy,132.907,The Zanuck Company-Plan B Entertainment-Theobald Film Productions,2005-07-13,150000000.0,474968763.0,115.0,7.034,13020.0
522,Action-Adventure-Crime,132.9,Paramount-Revolution Studios-One Race-Shanghai Film Group-Huahua Media-Rox Productions-Maple Cage Productions-Roth-Kirschenbaum Films,2017-01-13,85000000.0,346147658.0,107.0,6.053,7103.0
523,Action-Adventure-Fantasy,132.743,Columbia Pictures-Marvel Entertainment-Matt Tolmach Productions-Avi Arad Productions,2014-04-16,200000000.0,708962323.0,142.0,6.482,11433.0
524,Comedy,132.599,Gold/Miller Productions-Wayans Bros. Entertainment-Dimension Films-Brad Grey Pictures,2001-07-04,45000000.0,141220678.0,83.0,5.8,3860.0
527,Thriller-Mystery-Horror,132.106,Universal Pictures-Perfect World Pictures-Blinding Edge Pictures,2021-07-21,18000000.0,90112510.0,108.0,6.5,3141.0
531,Comedy,130.848,Silver Pictures-Green Hat Films,2012-03-01,12000000.0,102731865.0,88.0,6.8,5353.0
534,Romance-Family-Animation,130.048,Walt Disney Pictures-Walt Disney Animation Studios,2009-12-08,105000000.0,270997378.0,98.0,7.158,4605.0
537,Action-Adventure,129.58,Paramount-Metro-Goldwyn-Mayer-Di Bonaventura Pictures-Hasbro-Entertainment One-Skydance Media,2021-06-26,88000000.0,36964325.0,121.0,6.6,1227.0
540,Animation-Family-Comedy,129.234,Walt Disney Pictures-Pixar,2010-06-16,200000000.0,1066969703.0,103.0,7.795,12904.0
541,Comedy-Horror-Thriller,129.21,Universal Pictures-Midwinter Productions Inc.,1998-10-16,25000000.0,50671850.0,89.0,6.0,1501.0
543,Western-Animation-Adventure-Comedy-Family-Drama,128.517,DreamWorks Pictures-DreamWorks Animation,2002-05-24,80000000.0,122563539.0,83.0,7.7,3956.0
546,Family-Fantasy-Animation-Romance,128.184,Walt Disney Productions,1950-02-22,2900000.0,263591415.0,74.0,7.0,5828.0
549,Science Fiction-Action-Adventure-Thriller,128.057,20th Century Fox-Gotham Group-Temple Hill Entertainment,2018-01-10,62000000.0,288175335.0,143.0,7.111,6624.0
553,Family-Fantasy-Comedy,127.506,David L. Wolper Productions,1971-06-29,3000000.0,4000000.0,100.0,7.5,2813.0
556,Thriller-Action-Crime,126.638,Columbia Pictures-Overbrook Entertainment-Don Simpson/Jerry Bruckheimer Films-2.0 Entertainment,2020-01-15,90000000.0,426505244.0,124.0,7.168,7157.0
558,Science Fiction-Action-Adventure,126.063,Marvel Studios-Valhalla Motion Pictures,2008-06-12,150000000.0,163712074.0,114.0,6.206,10182.0
559,Action-Adventure-Fantasy,125.637,Warner Bros. Pictures-Atlas Entertainment-The Stone Quarry-DC Films,2020-12-16,200000000.0,165160005.0,151.0,6.535,7172.0
560,Comedy,125.596,Paramount-Broadway Video-M.G. Films,2004-04-30,17000000.0,129042871.0,97.0,7.171,7412.0
561,Action-Science Fiction-Adventure,125.488,Legendary Pictures-Double Dare You Productions,2013-07-11,180000000.0,407602906.0,131.0,6.853,10864.0
564,Animation-Adventure-Family-Comedy,125.268,Walt Disney Pictures-Walt Disney Animation Studios,2016-02-11,150000000.0,1023784195.0,109.0,7.747,14341.0
567,Animation-Adventure-Family-Western,125.154,Universal Pictures-DreamWorks Animation,2021-05-20,30000000.0,17635215.0,88.0,7.4,409.0
571,Adventure-Fantasy-Action,124.667,WingNut Films-New Line Cinema-The Saul Zaentz Company,2002-12-18,79000000.0,926287400.0,179.0,8.37,18861.0
572,Action-Adventure-Fantasy,124.625,Marvel Studios,2016-10-25,165000000.0,677796076.0,115.0,7.428,19767.0
574,Fantasy-Drama-Romance,124.178,Summit Entertainment-Goldcrest-Maverick Films-Imprint Entertainment-Temple Hill Entertainment-Twilight Productions,2008-11-20,37000000.0,393616788.0,122.0,6.286,11869.0
579,Adventure-Fantasy-Drama-Romance,123.168,Summit Entertainment-Lionsgate-Sunswept Entertainment-Temple Hill Entertainment,2012-11-13,120000000.0,829747654.0,115.0,6.471,7885.0
581,Horror,122.812,United Artists,1988-11-09,9000000.0,44196684.0,87.0,6.656,2360.0
582,Horror,122.712,Paramount-Georgetown Productions Inc.-Sean S. Cunningham Films,1980-05-09,550000.0,59754601.0,95.0,6.392,2321.0
583,Action-Mystery-Science Fiction-Thriller,122.649,Summit Entertainment-Goldcrest-Mystery Clock Cinema-Escape Artists-Kaplan/Perrone Entertainment-Wintergreen Productions,2009-03-19,50000000.0,155446362.0,121.0,6.144,4534.0
585,Action-Adventure-Science Fiction-Thriller,122.604,Universal Pictures-Amblin Entertainment,2015-06-06,150000000.0,1671713208.0,124.0,6.676,18490.0
586,Action-Drama-Thriller,122.471,New Line Cinema-Village Roadshow Pictures-Warner Bros. Pictures-Flynn Picture Company,2015-05-27,110000000.0,473990832.0,114.0,6.206,7370.0
587,Comedy,122.447,Columbia Pictures-Sony Pictures-Happy Madison Productions-Relativity Media,2010-06-24,80000000.0,271430189.0,102.0,6.339,5090.0
589,Family-Adventure,122.28,wega film vienna-Kordes & Kordes Film-Schubert International Filmproduktions-Leonine Studios-Clever Production,2021-10-14,11700000.0,13128530.0,93.0,6.1,30.0
590,Drama-Romance,122.165,Village Roadshow Pictures-Warner Bros. Pictures-Di Novi Pictures-Langley Park Production,2012-04-19,25000000.0,99357138.0,101.0,7.1,3123.0
591,Action-Adventure-Fantasy-Science Fiction-Comedy,122.164,Marvel Studios,2017-10-24,180000000.0,853977126.0,131.0,7.605,18319.0
593,Horror-Thriller,121.879,Universal Pictures,1991-08-30,13000000.0,20560255.0,90.0,5.9,1242.0
596,Comedy,121.27,Columbia Pictures-Sony Pictures-Happy Madison Productions,2013-07-11,80000000.0,247022278.0,101.0,6.107,3579.0
598,Drama,120.752,ARTE France Cinéma-Canal+-ARTE-Ciné@-F Comme Film-Cinémage 11-Trois Brigands Productions-Cofinova 13,2017-06-21,3000000.0,500000.0,106.0,6.2,162.0
600,Action-Science Fiction-Adventure,120.544,Warner Bros. Pictures-Legendary Pictures-Syncopy,2010-07-15,160000000.0,825532764.0,148.0,8.358,32519.0
602,Crime-Thriller-Drama,120.357,Village Roadshow Pictures-Warner Bros. Pictures-Bron Studios-Joint Effort-DC Films,2019-10-01,55000000.0,1074251311.0,122.0,8.173,21465.0
603,Comedy-Horror,119.949,Endgame Entertainment-Wayans Bros. Entertainment-Automatik Entertainment-IM Global Octane,2014-04-17,4000000.0,25343661.0,87.0,6.0,1129.0
604,Family-Comedy-Adventure-Animation-Fantasy,119.919,Columbia Pictures-MRC-Olive Bridge Entertainment-Animal Logic-2.0 Entertainment,2021-03-25,45000000.0,153000000.0,93.0,7.215,616.0
605,Action-Horror-Thriller,119.848,Universal Pictures-Why Not Productions-Platinum Dunes-Blumhouse Productions,2016-06-29,10000000.0,118587880.0,105.0,6.407,4609.0
606,Action-Thriller,119.73,Zero Gravity Management-Voltage Pictures-Sculptor Media-Cutting Edge Group-Stonehouse Motion Pictures,2021-01-15,23000000.0,23076711.0,108.0,6.9,1266.0
607,Animation-Fantasy-Family,119.695,Wild Bunch-Toho-Nippon Television Network Corporation-Studio Ghibli-The Yomiuri Shimbun-Hakuhodo DY Media Partners-Mitsubishi-Lawson-Taikei Office-Asahi Soft Drinks Company-The Walt Disney Company Japan,2008-07-19,41677699.0,202404009.0,100.0,7.728,3399.0
608,War-Drama-History,119.639,Miramax-BBC Films-Heyday Films,2008-05-07,12500000.0,20416563.0,94.0,7.853,6056.0
610,Family-Animation-Comedy-Fantasy-Horror,119.47,Metro-Goldwyn-Mayer-Bron Studios-Nitrogen Studios Canada-Cinesite Animation,2019-10-10,40000000.0,203044905.0,86.0,6.7,1874.0
612,Horror-Thriller,119.371,Universal 1440 Entertainment,2013-10-08,5000000.0,3800000.0,97.0,5.865,1282.0
613,Action-Science Fiction-Comedy-Family,119.276,Paramount-Original Film-Blur Studio-Marza Animation Planet,2020-02-12,85000000.0,306766470.0,99.0,7.374,8343.0
616,Romance-Family-Animation-Fantasy,118.743,Walt Disney Pictures-Silver Screen Partners IV-Walt Disney Feature Animation,1991-10-22,25000000.0,424967620.0,84.0,7.738,8683.0
621,Animation-Family-Adventure-Comedy,118.026,20th Century Fox-Davis Entertainment-Blue Sky Studios-20th Century Fox Animation,2017-12-09,111000000.0,295038508.0,108.0,7.249,2468.0
622,Family-Animation-Adventure-Comedy,118.022,Pacific Data Images-DreamWorks Animation,2014-11-22,132000000.0,373552094.0,92.0,6.507,3534.0
623,Science Fiction-Adventure-Mystery,117.845,20th Century Fox-Dune Entertainment-Scott Free Productions-Brandywine Productions,2012-05-30,130000000.0,403354469.0,124.0,6.507,10559.0
624,Animation-Family-Comedy-Fantasy-Drama,117.776,Walt Disney Pictures-Pixar,2020-12-25,150000000.0,136384442.0,101.0,8.174,8483.0
628,Animation-Family-Adventure-Drama-Comedy,117.012,Walt Disney Pictures-Pixar,2015-06-09,175000000.0,857611174.0,95.0,7.928,18239.0
630,Horror-Thriller,116.741,Mid Atlantic Films-Screen Gems-TSG Entertainment,2022-08-24,10000000.0,30000000.0,105.0,6.415,270.0
632,Drama-Crime,116.547,Paramount-Alfran Productions,1972-03-14,6000000.0,245066411.0,175.0,8.716,16835.0
636,Fantasy-Adventure-Action-Family-Romance,115.715,Walt Disney Pictures-Roth Films,2014-05-28,180000000.0,758539785.0,97.0,7.1,11875.0
637,Action-Adventure-Comedy,115.123,Universal Pictures-Chris Morgan Productions-Seven Bucks Productions,2019-08-01,200000000.0,760098996.0,137.0,6.9,5895.0
638,Drama-Comedy,114.84,Fox Searchlight Pictures-FilmNation Entertainment-Dayday Films-Grade A Entertainment,2017-04-12,7000000.0,40343446.0,101.0,8.1,4526.0
639,Thriller-Action,114.83,20th Century Fox-Canal+-M6 Films-Grive Productions-EuropaCorp-Ciné+-M6-TSG Entertainment-Taken 3,2014-12-16,48000000.0,325771424.0,109.0,6.225,5017.0
641,Comedy,114.774,Miramax-Dimension Films-Brad Grey Pictures-415 Project-Scary Movie 4,2006-04-12,45000000.0,178262620.0,83.0,5.493,2726.0
645,Science Fiction-Action-Adventure-Comedy,114.27,Paramount-Nickelodeon Movies-Platinum Dunes-Mirage Studios,2014-08-07,125000000.0,477200000.0,101.0,5.9,6033.0
647,Action-Adventure-Science Fiction,114.218,Village Roadshow Pictures-Warner Bros. Pictures-Kennedy Miller Productions-RatPac Entertainment,2015-05-13,150000000.0,378858340.0,121.0,7.565,19910.0
649,Action-Adventure-Fantasy,114.031,Warner Bros. Pictures-DC Comics-Atlas Entertainment-DC Entertainment-Cruel & Unusual Films-RatPac Entertainment,2016-03-23,250000000.0,873637528.0,152.0,5.934,16228.0
651,Adventure-Action-Fantasy,113.962,Walt Disney Pictures-Jerry Bruckheimer Films-Infinitum Nihil,2017-05-23,230000000.0,794861794.0,129.0,6.6,10520.0
652,Adventure-Fantasy-Action,113.943,Walt Disney Pictures-Jerry Bruckheimer Films-Second Mate Productions,2006-07-06,200000000.0,1065659812.0,151.0,7.33,13905.0
654,Drama-Comedy,113.88,Gaumont-Canal+-TF1 Films Production-CinéCinéma-Quad Productions-Chaocorp-Ten Films-TF1,2011-11-02,13000000.0,426588510.0,113.0,8.27,15063.0
655,Animation-Comedy-Family,113.835,Gracie Films-Film Roman-20th Century Fox-20th Century Fox Animation-The Curiosity Company-AKOM Production Company-Rough Draft Feature Animation,2007-07-25,75000000.0,527068851.0,87.0,7.0,6958.0
656,Drama-Thriller-Horror,113.811,ARTE France Cinéma-Canal+-CNC-Eurimages-Wild Bunch-Ciné+-La Région Île-de-France-Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles-VOO-Région Provence-Alpes-Côte d'Azur-BeTV-Frakas Productions-Kazak Productions-La Fondation Gan pour le Cinéma-Tax Shelter du Gouvernement Fédéral Belge-Cofinova 17-Le Pays de Martigues-Métropole Aix-Marseille-Cinémage 15,2021-07-14,6600000.0,5115725.0,108.0,6.5,936.0
657,Comedy-Family,113.632,Atresmedia-Sony Pictures International Productions-Bowfinger,2020-07-29,4000000.0,14871307.0,96.0,7.5,428.0
661,Science Fiction-Adventure-Thriller,113.474,Lionsgate-Color Force,2014-11-19,125000000.0,755356711.0,123.0,6.8,13864.0
662,Action-Adventure-Science Fiction,113.411,IAC Film-A24-AGBO-Ley Line Entertainment-Year of the Rat Productions-Hotdog Hands LLC,2022-03-24,25000000.0,99000000.0,140.0,8.137,2141.0
668,Drama-History-Romance,112.584,Pandora Film-Mirabai Films-NDF International,1996-09-11,3000000.0,4109095.0,117.0,5.7,127.0
671,Comedy-Romance,112.121,Columbia Pictures-Happy Madison Productions,2011-02-10,80000000.0,214945591.0,117.0,6.658,4846.0
672,Action-Thriller,112.113,Universal Pictures-FilmNation Entertainment-Perfect World Pictures-Genre Films-Huayi Brothers Media Corporation-Freckle Films-CAA Media Finance,2022-01-05,75000000.0,55700000.0,122.0,6.2,660.0
673,Fantasy-Animation-Family,111.864,Walt Disney Productions,1937-12-21,1488423.0,184925486.0,83.0,7.109,6395.0
675,Action-Fantasy-Horror,111.755,20th Century Fox-Bazelevs Production-Tim Burton Productions-Abraham Productions-Location Gourmet,2012-06-20,69000000.0,116471580.0,94.0,5.7,2863.0
680,Animation-Comedy-Family-Fantasy,110.999,Columbia Pictures-Sony Pictures Animation,2018-06-28,80000000.0,528600000.0,97.0,6.92,3743.0
681,Action-Crime-Drama,110.978,Universal Pictures,1983-12-09,25000000.0,66023329.0,170.0,8.2,9690.0
685,Animation-Family-Adventure-Fantasy,110.731,Walt Disney Pictures-Walt Disney Animation Studios,2013-11-20,150000000.0,1274219009.0,102.0,7.252,14636.0
687,Science Fiction-Action-Adventure,110.479,20th Century Fox-The Donners' Company-Genre Films-Hutch Parker Entertainment,2019-06-05,200000000.0,252442974.0,114.0,6.008,5484.0
691,Action,110.098,Warner Bros. Pictures-Studio Babelsberg-Anarchos Productions-Medienboard Berlin-Brandenburg-Legendary Pictures-Dark Castle Entertainment-Silver Pictures-Deutscher Filmförderfonds-Rocklock Films-Hermanas Wachowski,2009-09-29,40000000.0,61601280.0,99.0,6.507,1224.0
693,Comedy-Horror-Thriller,109.927,Rogue Pictures-Castel Film-David Kirschner Productions-La Sienega Productions,2004-11-12,12000000.0,24829644.0,87.0,5.4,1260.0
694,Comedy,109.76,Warner Bros. Pictures-Legendary Pictures-Green Hat Films,2011-05-25,80000000.0,586764305.0,102.0,6.451,9197.0
696,Crime-Horror-Mystery,109.698,Dimension Films-Woods Entertainment,1996-12-20,14000000.0,173046663.0,112.0,7.363,5382.0
697,Animation-Comedy-Family-Music,109.646,Universal Pictures-dentsu-Fuji Television Network-Illumination,2016-11-23,75000000.0,634151679.0,108.0,7.1,6961.0
698,Adventure-Fantasy-Family,109.619,1492 Pictures-Dune Entertainment-Sunswept Entertainment,2010-02-01,95000000.0,226497209.0,118.0,6.2,6538.0
702,Crime-Action-Comedy,109.066,Paramount-De Line Pictures,2013-04-18,25000000.0,87305549.0,130.0,6.223,3851.0
703,Science Fiction-Action-Adventure-Thriller,108.921,20th Century Fox-Lawrence Gordon Productions-Davis Entertainment-Silver Pictures-Amercent Films-American Entertainment Partners L.P.-Estudios Churubusco Azteca S.A.,1987-06-12,15000000.0,98267558.0,107.0,7.492,6581.0
